Project,Workbook,Workbook Publisher,Is Extract?,Type,Connection
NEO - CSA,All Open INCs,SVC_NTZ_PRD_CSA_TBS,No,Netezza,Remedy Work Log Notes
NEO - CSA,All Open INCs,SVC_NTZ_PRD_CSA_TBS,No,Redshift,Remedy Helpdesk (Redshift)
NEO - CSA,All Open INCs,SVC_NTZ_PRD_CSA_TBS,No,Redshift,UAT CC A11S - Orders
NEO - CSA,All Open INCs,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,NEX  - Order and Activation Summary
NEO - CSA,CSA - AGED - Daily Summary TEST,Paul Dunshea,No,Postgres,Tableau Events
NEO - CSA,CSA - AGED - Daily Summary TEST,Paul Dunshea,No,Redshift,CSA A27 - Appointments Only
NEO - CSA,CSA -  CX Daily Insights Dashboard V1,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A05 - Aged Incidents
NEO - CSA,CSA -  CX Daily Insights Dashboard V1,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA -  CX Daily Insights Dashboard V1,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA - FTTP Dashboard,Paul Dunshea,No,Redshift,CSA A11S - Incident
NEO - CSA,CSA - FTTP Dashboard,Paul Dunshea,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA - FTTP Dashboard,Paul Dunshea,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - CSA,CSA - FTTP Dashboard,Paul Dunshea,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA - FW LTSS Incoming Incidents and Actioned Interactions,Paul Dunshea,No,Postgres,Tableau Events
NEO - CSA,CSA - IHvsBAU Fallout,Chintan Gatecha,No,Postgres,Tableau Events
NEO - CSA,CSA - IHvsBAU Fallout,Chintan Gatecha,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA - Incident Status Lookup Tool,Chintan Gatecha,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA - Incident Status Lookup Tool_UAT (3),SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA - Incidents Resolved For More Than 2 Days,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA - Repeat CX (OTD Real Time Repeat INC),Paul Dunshea,No,Postgres,Tableau Events
NEO - CSA,CSA - Repeat CX (OTD Real Time Repeat INC),Paul Dunshea,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA - SAOC Calls and Incident Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - CSA,CSA - SAOC Calls and Incident Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA - SDP Aged Appt and Remediation Breakdown,Paul Dunshea,No,Postgres,Tableau Events
NEO - CSA,CSA - SDP Aged Appt and Remediation Breakdown,Paul Dunshea,No,Redshift,CSA A05 - Aged Incidents
NEO - CSA,CSA -Priority Assist Open Incidents,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA -Priority Assist Open Incidents,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A05 - Aged Incidents
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A05 - Aged Incidents
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A05A - Aged and NI with Worklog Notes
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A11S - Incident
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A20b - MTM 3.0  Summary
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A27 - Appointments Only
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E01 - Genesys MM Virtual Queue Detail
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E08 - Genesys VWFM Agent Adherence Data
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E10 - Genesys VWFM Agent Adherence Total
NEO - CSA,CSA R&A Report Portal,SVC_NTZ_PRD_CSA_TBS,Yes,Odata,CSA E28 - HUBdocs - OPA REPORT LIST
NEO - CSA,CSA01 - Assurance MTM 3.0,David Griffiths,No,Postgres,Tableau Events
NEO - CSA,CSA01 - Assurance MTM 3.0,David Griffiths,No,Redshift,CSA A20b - MTM 3.0  Summary
NEO - CSA,CSA01 - Assurance MTM 3.0,David Griffiths,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA01a - Assurance Incident Type,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA01c - Incidents Reported Variation,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA01e - CS&A Performance Results,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA01e - CS&A Performance Results,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA01m - MTTR,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA03 - SLA Miss Reason Root Cause Analysis,Brenden Brain,No,Postgres,Tableau Events
NEO - CSA,CSA03 - SLA Miss Reason Root Cause Analysis,Brenden Brain,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA04 - Contact Centre Metrics,SVC_NTZ_PRD_CSA_TBS,No,Hyper,CSAxx - Social Media
NEO - CSA,CSA04 - Contact Centre Metrics,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA04 - Contact Centre Metrics,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E01 - Genesys MM Virtual Queue Detail
NEO - CSA,CSA04 - Contact Centre Metrics,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA07 - % of Appointments Completed OTD,Brenden Brain,No,Postgres,Tableau Events
NEO - CSA,CSA08 - First and Subsequent Interactions Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA08 - First and Subsequent Interactions Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA10 - FTTx Line Test Results,SVC_NTZ_PRD_CSA_TBS,No,Hyper,CSAxx - Line Test Results v2
NEO - CSA,CSA10 - FTTx Line Test Results,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA11 – WBA3 SLA STC Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA11 – WBA3 SLA STC Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA11 – WBA3 SLA STC Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A23 - Stop The Clock
NEO - CSA,CSA13 - FTTC Real Time Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA16 - e-SLA Report,Chintan Gatecha,No,Postgres,Tableau Events
NEO - CSA,CSA16 - e-SLA Report,Chintan Gatecha,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA16 - e-SLA Report,Chintan Gatecha,No,Redshift,CSA A23 - Stop The Clock
NEO - CSA,CSA16a - Enhanced SLA Intraday Dashboard,Tim Scerri,No,Postgres,Tableau Events
NEO - CSA,CSA16a - Enhanced SLA Intraday Dashboard,Tim Scerri,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA16a - Enhanced SLA Intraday Dashboard,Tim Scerri,No,Redshift,CSA A20b - MTM 3.0  Summary
NEO - CSA,CSA18 TCS Speed Assurance & Speed Degradation Metrics Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA18 TCS Speed Assurance & Speed Degradation Metrics Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A11S - Incident
NEO - CSA,CSA18 TCS Speed Assurance & Speed Degradation Metrics Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA18 TCS Speed Assurance & Speed Degradation Metrics Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA18 TCS Speed Assurance & Speed Degradation Metrics Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA20 - BOC Real Time Dashboard,Brenden Brain,No,Postgres,Tableau Events
NEO - CSA,CSA20 - BOC Real Time Dashboard,Brenden Brain,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA20 - BOC Real Time Dashboard,Brenden Brain,No,Redshift,CSA A20b - MTM 3.0  Summary
NEO - CSA,CSA20 - BOC Real Time Dashboard,Brenden Brain,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA20 - BOC Real Time Dashboard,Brenden Brain,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA22 - Southern Centre Adherence dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA22 - Southern Centre Adherence dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E08 - Genesys VWFM Agent Adherence Data
NEO - CSA,CSA22 - Southern Centre Adherence dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA22 - Southern Centre Adherence dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E10 - Genesys VWFM Agent Adherence Total
NEO - CSA,CSA23 - Southern Centre Call dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA23 - Southern Centre Call dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - CSA,CSA23 - Southern Centre Call dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA23 - Southern Centre Call dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E10 - Genesys VWFM Agent Adherence Total
NEO - CSA,CSA24 - BOC Contact Centre Performance,Tim Scerri,No,Postgres,Tableau Events
NEO - CSA,CSA24 - BOC Contact Centre Performance,Tim Scerri,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA24 - BOC Contact Centre Performance,Tim Scerri,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - CSA,CSA24 - BOC Contact Centre Performance,Tim Scerri,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA25 - V&C Incidents with TR Repeats (Trend and Real Time),Paul Dunshea,No,Postgres,Tableau Events
NEO - CSA,CSA27 - Appointments within SLA,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA27 - Appointments within SLA,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A27 - Appointments Only
NEO - CSA,CSA28 - Impact of CRQ on Reported incidents,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA28 - Impact of CRQ on Reported incidents,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A31 - Incident CRQ
NEO - CSA,CSA29 - GCC Call Performance,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA29 - GCC Call Performance,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - CSA,CSA29 - GCC Call Performance,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA29 - GCC Call Performance,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E10 - Genesys VWFM Agent Adherence Total
NEO - CSA,CSA30a - iWD TCS Agent Performance Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA30a - iWD TCS Agent Performance Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA30a - iWD TCS Agent Performance Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA31 - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA31 - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA31 - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA31 - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA31 - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E10 - Genesys VWFM Agent Adherence Total
NEO - CSA,CSA31a - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA31a - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA31a - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA31a - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA31a - NEO SAOC Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E10 - Genesys VWFM Agent Adherence Total
NEO - CSA,CSA32 - Tech League Ladder,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA32 - Tech League Ladder,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA33 - Search Incident & WO History,Mari Len Villaflores,No,Netezza,NSO 02H - WWM All Appointments with History
NEO - CSA,CSA33 - Search Incident & WO History,Mari Len Villaflores,No,Netezza,NSO 02H - WWM Work Orders with History
NEO - CSA,CSA33 - Search Incident & WO History,Mari Len Villaflores,No,Netezza,Remedy Work Log Notes
NEO - CSA,CSA33 - Search Incident & WO History,Mari Len Villaflores,No,Postgres,Tableau Events
NEO - CSA,CSA33 - Search Incident & WO History,Mari Len Villaflores,No,Redshift,CSA A05A - Aged and NI with Worklog Notes
NEO - CSA,CSA33 - Search Incident & WO History,Mari Len Villaflores,No,Redshift,CSA A12H - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - CSA,CSA34 - E&C Exceed Metrics and Commentary charts,SVC_NTZ_PRD_CSA_TBS,No,Hyper,BPE - Complaints
NEO - CSA,CSA34 - E&C Exceed Metrics and Commentary charts,SVC_NTZ_PRD_CSA_TBS,No,Hyper,BPE - Open Complaints
NEO - CSA,CSA34 - E&C Exceed Metrics and Commentary charts,SVC_NTZ_PRD_CSA_TBS,No,Hyper,CSAxx - Social Media
NEO - CSA,CSA34 - E&C Exceed Metrics and Commentary charts,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA34 - E&C Exceed Metrics and Commentary charts,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA34 - E&C Exceed Metrics and Commentary charts,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA35 - FTTN Speed Assurance_Speed Degradation Report,Tina Kokerakani,No,Postgres,Tableau Events
NEO - CSA,CSA35 - FTTN Speed Assurance_Speed Degradation Report,Tina Kokerakani,No,Redshift,CSA A11S - Incident
NEO - CSA,CSA35 - FTTN Speed Assurance_Speed Degradation Report,Tina Kokerakani,No,Redshift,CSA A14S - Inc - Wor
NEO - CSA,CSA36 - E36 (OTD) Root Cause Analysis,Paul Dunshea,No,Postgres,Tableau Events
NEO - CSA,"CSA37 - Resolution Rejected, Accepted, and Declined",SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,"CSA37 - Resolution Rejected, Accepted, and Declined",SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,"CSA37 - Resolution Rejected, Accepted, and Declined",SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E04 - Genesys Team Data
NEO - CSA,CSA39 - Work Order PCR Descriptions,Brenden Brain,No,Postgres,Tableau Events
NEO - CSA,CSA39 - Work Order PCR Descriptions,Brenden Brain,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA39 - Work Order PCR Descriptions,Brenden Brain,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA41 - FW OTD Real Time Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA41a - FW Real Time Open Incidents Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA42b - LTSS Real Time Open Incidents Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA44 - HFC OTD Real Time CS&A Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA45 - WBA SLA(E4) Root Cause Analysis,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA45 - WBA SLA(E4) Root Cause Analysis,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA46 - Agent Interactions Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA46 - Agent Interactions Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau View Stats
NEO - CSA,CSA46 - Agent Interactions Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA46 - Agent Interactions Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - CSA,CSA46 - Agent Interactions Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA46 - Agent Interactions Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E10 - Genesys VWFM Agent Adherence Total
NEO - CSA,CSA48 - FW MTM SPOG,Paul Dunshea,No,Postgres,Tableau Events
NEO - CSA,CSA48 - FW MTM SPOG,Paul Dunshea,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA50 - Open Incident Analysis,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA50p - Priority Assist Assurance Intraday,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA50p - Priority Assist Assurance Intraday,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A11S - Incident
NEO - CSA,CSA50p - Priority Assist Assurance Intraday,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA50p - Priority Assist Assurance Intraday,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A20b - MTM 3.0  Summary
NEO - CSA,CSA51 - Aged Incidents,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA51 - Aged Incidents,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A05A - Aged and NI with Worklog Notes
NEO - CSA,CSA51 - Aged Incidents,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A11S - Incident
NEO - CSA,CSA51 - Aged Incidents_Including Closed,Mari Len Villaflores,No,Postgres,Tableau Events
NEO - CSA,CSA51 - Aged Incidents_Including Closed,Mari Len Villaflores,No,Redshift,CSA A05 - Aged Incidents
NEO - CSA,CSA51a - Aged In and Out Model,Paul Dunshea,No,Postgres,Tableau Events
NEO - CSA,CSA51b - Under 7 Days Allocation/Aged Robot Allocation,Paul Dunshea,No,Postgres,Tableau Events
NEO - CSA,CSA51b - Under 7 Days Allocation/Aged Robot Allocation,Paul Dunshea,No,Redshift,CSA A05 - Aged Incidents
NEO - CSA,CSA51H - Aged Incidents with Snapshot History,Brenden Brain,No,Postgres,Tableau Events
NEO - CSA,CSA53 - Aged Incidents Reporting Workbook,Brenden Brain,No,Postgres,Tableau Events
NEO - CSA,CSA57 - RSP Assurance L3 Escalations Main Dashboard,Chintan Gatecha,No,Postgres,Tableau Events
NEO - CSA,CSA57 - RSP Assurance L3 Escalations Main Dashboard,Chintan Gatecha,No,Redshift,CSA A11b - Incidents and Cases
NEO - CSA,CSA58 - FTTN Exceed Metrics SPOG,Brenden Brain,No,Postgres,Tableau Events
NEO - CSA,CSA58 - FTTN Exceed Metrics SPOG,Brenden Brain,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA58 - FTTN Exceed Metrics SPOG,Brenden Brain,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - CSA,CSA58 - FTTN Exceed Metrics SPOG,Brenden Brain,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA61 - Telstra B2B Performance Analysis,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA61 - Telstra B2B Performance Analysis,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA65 - Exceed RSP L3 Report,Chintan Gatecha,No,Postgres,Tableau Events
NEO - CSA,CSA65 - Exceed RSP L3 Report,Chintan Gatecha,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA65a - RSP Reported Incidents,Chintan Gatecha,No,Postgres,Tableau Events
NEO - CSA,CSA66 - RSP Performance Report,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA66a - RSP Performance Reported Summary,David Griffiths,No,Postgres,Tableau Events
NEO - CSA,CSA67 - Telstra Continuity Report,SVC_NTZ_PRD_CSA_TBS,No,Hyper,CSAxx - Telstra Continuity Appointment Data
NEO - CSA,CSA67 - Telstra Continuity Report,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA70a - TCS Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA70a - TCS Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - CSA,CSA70a - TCS Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA77a TCS Metrics Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA77a TCS Metrics Dashboard,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - CSA,CSA77a TCS Metrics Dashboard,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,SVC_NTZ_PRD_CSA_TBS,No,Redshift,CSA A14H - Inc - Wor
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - CSA,CSA79 - HFC Exceed Metrics SPOG,SVC_NTZ_PRD_CSA_TBS,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - CSA,CSA80 - No Touch Automation Analysis,SVC_NTZ_PRD_CSA_TBS,No,Postgres,Tableau Events
